id,age,job,marital,education,preferred_contact,balance,loan_house,loan_personal,n_marketing_contacts,marketing_potential,call_length,investment,period
4702,45,technician,divorced,secondary,cellular,12,no,no,0,NA,88,0,0
4703,38,management,married,tertiary,cellular,465,yes,yes,0,NA,156,0,0
4704,52,management,married,tertiary,cellular,1295,yes,no,1,NA,121,0,0
4705,48,technician,married,secondary,cellular,1939,yes,yes,0,NA,163,0,0
4706,31,services,single,secondary,cellular,187,yes,no,1,low,241,0,0
4707,35,housemaid,divorced,secondary,cellular,39,no,no,0,NA,149,0,0
4708,41,technician,married,secondary,cellular,442,yes,yes,1,NA,261,0,0
4709,30,technician,married,secondary,cellular,-189,no,no,0,NA,105,0,0
4710,37,entrepreneur,married,tertiary,NA,678,no,yes,0,NA,395,0,0
4711,33,services,single,secondary,NA,245,yes,no,0,NA,140,0,0
4712,42,services,married,tertiary,cellular,4216,no,no,0,NA,186,1072.74,0
4713,38,entrepreneur,married,primary,cellular,350,yes,no,0,NA,75,0,0
4714,38,blue-collar,married,primary,NA,1679,yes,no,0,NA,21,0,0
4715,43,blue-collar,divorced,secondary,cellular,590,yes,yes,0,NA,306,0,0
4716,53,blue-collar,married,secondary,NA,70,yes,no,0,NA,611,0,0
4717,56,technician,married,secondary,NA,589,yes,no,0,NA,535,363.49,0
4718,27,technician,single,secondary,cellular,643,no,no,0,NA,317,306.07,0
4719,44,services,married,primary,cellular,764,no,no,0,NA,224,0,0
4720,40,technician,divorced,secondary,telephone,841,no,yes,0,NA,36,0,0
4721,57,retired,married,secondary,cellular,523,no,yes,0,NA,49,0,0
4722,39,blue-collar,married,primary,cellular,3324,no,no,0,NA,108,0,0
4723,31,technician,married,tertiary,cellular,1570,yes,no,5,high,213,0,0
4724,37,management,single,tertiary,cellular,3141,no,no,0,NA,384,554.36,0
4725,26,unemployed,single,tertiary,cellular,2170,no,no,0,NA,317,0,0
4726,56,management,married,tertiary,NA,382,no,no,0,NA,244,0,0
4727,28,technician,married,secondary,cellular,916,yes,no,2,NA,191,0,0
4728,27,management,single,tertiary,cellular,218,yes,no,0,NA,876,0,0
4729,37,admin.,single,secondary,NA,1560,yes,no,0,NA,203,0,0
4730,34,technician,single,secondary,cellular,664,yes,yes,2,NA,88,0,0
4731,55,services,divorced,primary,NA,2923,yes,no,0,NA,104,0,0
4732,35,entrepreneur,married,tertiary,NA,512,yes,no,0,NA,659,0,0
4733,41,management,married,primary,cellular,362,yes,no,0,NA,217,0,0
4734,34,technician,married,secondary,cellular,4,yes,no,1,low,105,0,0
4735,71,retired,married,tertiary,telephone,653,no,no,1,high,471,377.42,0
4736,34,student,single,tertiary,cellular,1322,no,no,0,NA,170,0,0
4737,53,retired,married,primary,cellular,3,no,no,0,NA,114,0,0
4738,59,housemaid,married,primary,cellular,116,no,no,0,NA,129,0,0
4739,32,management,married,secondary,cellular,0,no,no,0,NA,277,0,0
4740,56,self-employed,married,secondary,cellular,784,no,yes,0,NA,149,0,0
4741,42,blue-collar,married,secondary,cellular,600,no,no,0,NA,277,0,0
4742,39,technician,single,secondary,NA,2910,yes,no,0,NA,157,0,0
4743,39,blue-collar,married,secondary,NA,5201,no,no,0,NA,317,0,0
4744,38,management,married,tertiary,NA,5779,yes,no,0,NA,75,0,0
4745,35,self-employed,single,tertiary,cellular,0,yes,yes,0,NA,185,0,0
4746,31,blue-collar,married,secondary,NA,822,yes,no,0,NA,185,0,0
4747,37,admin.,single,secondary,cellular,528,yes,no,0,NA,65,0,0
4748,46,technician,married,secondary,cellular,416,yes,yes,0,NA,361,0,0
4749,60,admin.,divorced,secondary,telephone,12039,no,no,1,high,261,1447.08,0
4750,48,technician,married,secondary,cellular,164,no,no,0,NA,76,0,0
4751,37,entrepreneur,single,tertiary,cellular,1467,yes,yes,0,NA,349,0,0
4752,36,blue-collar,divorced,primary,cellular,17,yes,no,0,NA,329,0,0
4753,37,admin.,single,secondary,cellular,115,no,no,9,low,187,0,0
4754,50,management,married,tertiary,NA,964,yes,no,0,NA,323,0,0
4755,22,student,single,secondary,cellular,185,no,no,0,NA,153,267.82,0
4756,37,management,married,tertiary,cellular,566,no,no,0,NA,463,0,0
4757,30,unemployed,single,secondary,cellular,1058,no,no,0,NA,515,0,0
4758,47,admin.,married,secondary,cellular,1387,yes,no,1,low,158,0,0
4759,59,management,divorced,tertiary,cellular,17056,yes,no,0,NA,470,0,0
4760,47,blue-collar,married,secondary,telephone,-346,yes,yes,2,NA,137,0,0
4761,61,management,married,secondary,cellular,1471,no,no,0,NA,331,0,0
4762,53,housemaid,married,primary,cellular,2581,no,no,1,low,828,756.95,0
4763,39,technician,married,secondary,cellular,10685,yes,no,0,NA,1369,2379.65,0
4764,37,admin.,single,secondary,cellular,1097,yes,no,0,NA,1555,352.95,0
4765,35,management,single,tertiary,NA,996,no,no,0,NA,17,0,0
4766,65,retired,married,secondary,cellular,571,yes,no,2,high,349,355.66,0
4767,37,management,married,tertiary,NA,115,no,no,0,NA,36,0,0
4768,50,services,divorced,secondary,cellular,2015,yes,no,0,NA,242,0,0
4769,46,technician,single,tertiary,NA,2800,no,no,0,NA,47,0,0
4770,56,blue-collar,married,primary,NA,288,no,no,0,NA,548,0,0
4771,41,management,married,tertiary,cellular,852,yes,yes,0,NA,157,0,0
4772,35,technician,married,secondary,NA,-29,yes,yes,0,NA,208,0,0
4773,31,student,single,secondary,cellular,735,no,no,1,NA,88,0,0
4774,33,management,married,tertiary,cellular,32,no,no,0,NA,27,0,0
4775,28,technician,single,secondary,cellular,154,yes,no,0,NA,416,256.08,0
4776,54,blue-collar,married,secondary,cellular,-10,yes,no,0,NA,490,0,0
4777,34,management,married,tertiary,cellular,276,no,no,0,NA,216,0,0
4778,36,admin.,married,secondary,cellular,1954,yes,yes,3,low,158,0,0
4779,30,admin.,single,tertiary,cellular,41,yes,no,2,high,68,0,0
4780,53,blue-collar,married,secondary,NA,359,no,yes,0,NA,238,0,0
4781,58,management,divorced,secondary,cellular,10180,no,no,0,NA,180,1247.17,0
4782,29,student,single,secondary,cellular,314,no,no,1,high,485,0,0
4783,27,admin.,single,tertiary,cellular,689,no,no,1,low,98,0,0
4784,25,admin.,single,secondary,cellular,483,no,yes,1,high,68,0,0
4785,22,services,single,secondary,cellular,129,no,no,0,NA,258,261.97,0
4786,44,technician,married,secondary,NA,-199,no,no,0,NA,144,0,0
4787,55,admin.,single,secondary,NA,1854,yes,no,0,NA,34,0,0
4788,35,blue-collar,single,primary,NA,1215,yes,no,0,NA,597,0,0
4789,36,student,single,secondary,NA,409,yes,no,0,NA,72,0,0
4790,35,management,divorced,tertiary,cellular,434,yes,no,2,high,277,0,0
4791,47,management,divorced,tertiary,cellular,-130,yes,no,5,NA,221,0,0
4792,37,management,married,tertiary,cellular,4174,no,no,0,NA,183,0,0
4793,33,blue-collar,married,secondary,NA,2645,yes,yes,0,NA,85,0,0
4794,57,management,married,tertiary,cellular,0,no,yes,2,NA,209,0,0
4795,34,self-employed,single,tertiary,cellular,462,no,no,0,NA,1877,310.23,0
4796,44,blue-collar,married,secondary,cellular,0,yes,no,0,NA,90,0,0
4797,23,technician,single,secondary,cellular,4545,no,no,1,low,242,0,0
4798,42,admin.,divorced,secondary,NA,0,yes,no,0,NA,229,0,0
4799,34,housemaid,married,secondary,cellular,-97,yes,yes,0,NA,119,0,0
4800,36,services,married,secondary,cellular,138,yes,no,0,NA,39,0,0
4801,36,blue-collar,single,tertiary,cellular,1830,no,no,11,low,183,0,0
4802,43,admin.,married,secondary,cellular,764,yes,no,0,NA,118,0,0
4803,40,technician,single,tertiary,NA,-89,yes,no,0,NA,83,0,0
4804,53,blue-collar,married,secondary,telephone,2047,no,no,0,NA,342,0,0
4805,60,housemaid,married,secondary,telephone,1211,no,no,0,NA,268,0,0
4806,30,technician,married,secondary,cellular,776,no,no,2,high,72,0,0
4807,44,services,married,secondary,NA,646,yes,no,0,NA,183,0,0
4808,39,blue-collar,single,secondary,NA,277,yes,no,0,NA,20,0,0
4809,41,management,married,tertiary,cellular,-29,no,no,2,low,41,0,0
4810,46,technician,married,secondary,cellular,138,yes,no,0,NA,226,0,0
4811,43,blue-collar,divorced,primary,cellular,515,yes,no,1,low,199,0,0
4812,49,technician,married,secondary,cellular,0,yes,no,0,NA,178,0,0
4813,44,management,married,tertiary,NA,392,yes,no,0,NA,124,0,0
4814,26,technician,single,secondary,cellular,3244,no,no,0,NA,390,0,0
4815,38,self-employed,married,tertiary,cellular,0,no,yes,0,NA,77,0,0
4816,40,blue-collar,married,primary,cellular,1389,yes,no,0,NA,161,0,0
4817,48,management,single,NA,cellular,1009,yes,no,1,NA,138,0,0
4818,30,blue-collar,single,NA,cellular,-570,yes,no,0,NA,12,0,0
4819,41,blue-collar,married,primary,cellular,0,yes,no,4,high,620,0,0
4820,51,blue-collar,married,primary,cellular,581,yes,no,0,NA,282,0,0
4821,52,unemployed,married,primary,telephone,959,no,no,0,NA,694,456.11,0
4822,32,services,single,secondary,cellular,-402,yes,no,0,NA,135,0,0
4823,35,blue-collar,single,primary,cellular,85,no,no,1,low,213,0,0
4824,33,services,married,secondary,cellular,-27,yes,no,0,NA,216,0,0
4825,41,admin.,divorced,secondary,NA,-140,yes,no,0,NA,472,0,0
4826,32,self-employed,married,secondary,cellular,409,no,no,2,high,115,333.65,0
4827,46,admin.,married,secondary,cellular,517,yes,no,0,NA,29,0,0
4828,38,blue-collar,married,secondary,telephone,638,yes,no,0,NA,90,0,0
4829,32,admin.,married,secondary,cellular,0,yes,no,0,NA,151,0,0
4830,46,blue-collar,divorced,secondary,NA,1815,yes,no,0,NA,232,0,0
4831,42,services,married,secondary,cellular,-166,no,no,0,NA,337,0,0
4832,36,services,married,secondary,NA,1746,yes,no,0,NA,99,0,0
4833,39,admin.,single,secondary,cellular,782,yes,no,0,NA,162,0,0
4834,33,technician,married,secondary,cellular,256,yes,no,0,NA,76,0,0
4835,32,admin.,single,secondary,cellular,6981,yes,no,3,low,154,0,0
4836,50,services,married,secondary,NA,753,no,no,0,NA,59,0,0
4837,35,blue-collar,married,primary,cellular,202,yes,yes,0,NA,72,0,0
4838,48,services,divorced,secondary,NA,4408,yes,no,0,NA,106,0,0
4839,52,technician,married,secondary,cellular,371,yes,yes,3,high,453,113,0
4840,32,blue-collar,married,secondary,cellular,557,no,no,1,NA,388,0,0
4841,54,self-employed,married,secondary,cellular,3529,no,no,0,NA,686,0,0
4842,33,admin.,single,secondary,cellular,315,yes,yes,0,NA,888,89.44,0
4843,47,retired,divorced,secondary,NA,0,no,no,0,NA,141,0,0
4844,34,technician,married,secondary,cellular,0,no,no,0,NA,95,0,0
4845,42,blue-collar,married,secondary,cellular,41,yes,no,0,NA,188,0,0
4846,43,technician,married,secondary,NA,1937,yes,no,0,NA,181,0,0
4847,28,blue-collar,single,primary,NA,722,yes,no,0,NA,150,0,0
4848,28,technician,single,secondary,cellular,6551,no,no,1,low,362,0,0
4849,45,blue-collar,married,primary,cellular,1670,no,yes,0,NA,171,0,0
4850,32,technician,single,tertiary,cellular,720,no,no,0,NA,234,0,0
4851,24,retired,single,secondary,NA,366,no,yes,0,NA,234,0,0
4852,52,self-employed,married,secondary,cellular,213,yes,no,0,NA,164,0,0
4853,35,entrepreneur,single,tertiary,cellular,1416,yes,no,12,NA,100,0,0
4854,36,services,married,tertiary,cellular,260,yes,no,2,low,167,0,0
4855,47,blue-collar,married,primary,NA,2466,yes,no,0,NA,142,0,0
4856,51,blue-collar,married,primary,cellular,872,no,no,0,NA,82,0,0
4857,56,blue-collar,married,primary,cellular,0,yes,no,0,NA,82,0,0
4858,54,technician,divorced,secondary,telephone,1663,yes,no,9,NA,41,0,0
4859,50,management,married,tertiary,cellular,19,no,yes,0,NA,205,0,0
4860,23,blue-collar,single,secondary,NA,5145,yes,no,0,NA,229,0,0
4861,45,management,divorced,tertiary,cellular,0,no,no,0,NA,392,0,0
4862,49,management,divorced,tertiary,NA,696,yes,no,0,NA,310,0,0
4863,41,management,married,tertiary,NA,140,yes,no,0,NA,65,0,0
4864,45,blue-collar,married,secondary,cellular,1577,yes,no,0,NA,188,0,0
4865,33,self-employed,married,tertiary,NA,1545,yes,no,0,NA,357,0,0
4866,61,retired,married,primary,telephone,2686,no,no,0,NA,84,0,0
4867,30,technician,married,secondary,cellular,2326,no,no,2,low,420,694.2,0
4868,51,housemaid,married,secondary,cellular,1270,no,no,0,NA,208,0,0
4869,56,management,married,secondary,cellular,145,no,no,0,NA,224,0,0
4870,38,admin.,married,secondary,cellular,3632,yes,yes,0,NA,323,0,0
4871,37,admin.,married,secondary,telephone,960,no,no,0,NA,50,0,0
4872,32,management,single,tertiary,cellular,11797,yes,no,0,NA,95,0,0
4873,48,management,married,primary,NA,247,yes,yes,0,NA,145,0,0
4874,44,entrepreneur,married,tertiary,NA,31,no,no,0,NA,467,0,0
4875,32,management,single,tertiary,cellular,1310,no,no,0,NA,418,0,0
4876,29,blue-collar,married,secondary,telephone,577,yes,no,10,NA,501,0,0
4877,30,entrepreneur,married,primary,cellular,2686,yes,no,0,NA,808,781.13,0
4878,51,admin.,married,primary,NA,658,yes,no,0,NA,369,0,0
4879,50,management,single,tertiary,cellular,567,yes,no,8,low,50,0,0
4880,51,technician,married,secondary,cellular,1113,no,yes,0,NA,391,0,0
4881,45,management,married,tertiary,cellular,506,no,no,0,NA,229,359.42,0
4882,29,technician,married,secondary,cellular,266,yes,no,0,NA,208,0,0
4883,45,management,divorced,tertiary,NA,24598,yes,no,0,NA,313,0,0
4884,33,blue-collar,single,tertiary,cellular,3446,yes,no,0,NA,83,0,0
4885,34,services,single,secondary,cellular,-374,yes,no,0,NA,672,241.89,0
4886,60,management,divorced,primary,NA,38,yes,no,0,NA,78,0,0
4887,64,retired,married,tertiary,cellular,2139,no,no,0,NA,632,0,0
4888,40,management,single,tertiary,cellular,1509,no,no,3,low,333,0,0
4889,28,services,single,secondary,telephone,1347,no,no,14,NA,317,0,0
4890,48,services,divorced,secondary,cellular,142,yes,no,0,NA,11,0,0
4891,37,technician,single,secondary,cellular,228,yes,no,0,NA,1740,0,0
4892,31,admin.,married,secondary,cellular,713,yes,no,0,NA,373,0,0
4893,29,technician,married,secondary,cellular,-547,yes,yes,0,NA,225,0,0
4894,45,technician,married,secondary,cellular,814,no,no,0,NA,691,0,0
4895,34,entrepreneur,single,tertiary,cellular,2945,yes,no,0,NA,266,0,0
4896,31,management,single,tertiary,cellular,2480,no,no,0,NA,107,0,0
4897,32,admin.,married,secondary,cellular,923,yes,no,0,NA,819,0,0
4898,49,admin.,single,secondary,cellular,-412,yes,no,0,NA,31,0,0
4899,31,technician,single,secondary,cellular,1,no,no,0,NA,107,0,0
4900,54,retired,married,secondary,cellular,1826,yes,no,0,NA,264,0,0
4901,31,blue-collar,divorced,secondary,cellular,-209,yes,no,2,low,154,0,0
4902,51,retired,married,primary,telephone,1495,no,no,0,NA,1946,532.69,0
4903,36,technician,married,secondary,cellular,522,yes,no,0,NA,185,0,0
4904,43,technician,married,secondary,cellular,1667,no,yes,0,NA,1213,0,0
4905,54,admin.,married,secondary,cellular,0,no,no,0,NA,391,0,0
4906,32,technician,single,secondary,cellular,1107,no,no,0,NA,113,0,0
4907,53,retired,married,secondary,telephone,1278,yes,no,0,NA,174,0,0
4908,29,management,single,tertiary,cellular,15459,no,no,7,high,245,0,0
4909,30,management,single,secondary,cellular,293,yes,no,2,low,232,0,0
4910,35,blue-collar,single,NA,NA,422,no,no,0,NA,140,0,0
4911,69,retired,divorced,primary,cellular,482,no,no,0,NA,260,306.96,0
4912,36,management,divorced,tertiary,cellular,59,no,no,0,NA,526,267.98,0
4913,37,services,divorced,secondary,NA,49,yes,no,0,NA,619,271.3,0
4914,32,management,married,tertiary,NA,0,yes,no,0,NA,387,0,0
4915,25,technician,single,secondary,cellular,7103,yes,no,1,low,188,951.64,0
4916,34,admin.,married,tertiary,cellular,3520,no,no,0,NA,95,0,0
4917,32,management,single,tertiary,cellular,1882,no,no,0,NA,497,418.12,0
4918,45,management,married,tertiary,cellular,5450,no,no,0,NA,188,0,0
4919,33,blue-collar,married,primary,cellular,1209,yes,no,0,NA,700,0,0
4920,29,management,single,NA,cellular,560,no,no,1,low,459,307.59,0
4921,57,admin.,married,secondary,cellular,6005,yes,no,6,low,704,1441.23,0
4922,22,student,single,secondary,cellular,120,no,no,0,NA,245,0,0
4923,40,services,married,secondary,NA,2172,yes,yes,0,NA,1386,0,0
4924,35,admin.,divorced,secondary,cellular,534,no,no,3,low,669,296.75,0
4925,43,management,married,tertiary,cellular,21510,no,no,0,NA,248,0,0
4926,37,blue-collar,married,primary,NA,310,yes,no,0,NA,474,0,0
4927,43,technician,single,secondary,NA,1462,no,no,0,NA,75,0,0
4928,41,services,married,secondary,NA,-111,yes,no,0,NA,21,0,0
4929,32,housemaid,married,secondary,cellular,3832,no,no,0,NA,80,0,0
4930,57,management,married,tertiary,telephone,4185,yes,no,0,NA,394,0,0
4931,30,unemployed,married,tertiary,cellular,330,no,no,0,NA,111,315.19,0
4932,50,blue-collar,married,primary,telephone,3764,no,no,4,low,214,974.38,0
4933,39,self-employed,married,secondary,NA,4722,yes,no,0,NA,483,0,0
4934,35,technician,married,secondary,telephone,13658,yes,no,0,NA,220,0,0
4935,55,admin.,divorced,NA,NA,789,yes,no,0,NA,434,0,0
4936,51,services,divorced,secondary,cellular,242,no,yes,0,NA,1336,138.19,0
4937,45,management,single,secondary,cellular,5993,no,no,0,NA,116,0,0
4938,50,blue-collar,married,primary,cellular,-1,no,no,0,NA,195,0,0
4939,37,housemaid,married,tertiary,cellular,166,yes,no,0,NA,132,0,0
4940,46,management,divorced,tertiary,NA,25,no,no,0,NA,564,0,0
4941,45,blue-collar,married,primary,NA,0,no,yes,0,NA,74,0,0
4942,29,technician,married,NA,cellular,627,yes,no,0,NA,140,0,0
4943,29,blue-collar,single,secondary,NA,0,yes,no,0,NA,324,0,0
4944,38,management,married,tertiary,cellular,1198,yes,no,1,low,91,0,0
4945,32,admin.,single,secondary,cellular,344,no,no,0,NA,530,255.04,0
4946,46,blue-collar,divorced,primary,cellular,2775,no,yes,0,NA,188,0,0
4947,60,self-employed,married,secondary,NA,0,no,no,0,NA,97,0,0
4948,59,housemaid,married,primary,telephone,509,no,yes,0,NA,67,0,0
4949,55,management,divorced,tertiary,cellular,5399,no,yes,3,low,124,0,0
4950,55,blue-collar,married,primary,NA,828,yes,no,0,NA,246,0,0
4951,31,management,single,tertiary,cellular,0,yes,no,0,NA,76,0,0
4952,33,blue-collar,married,secondary,cellular,523,yes,no,5,low,18,0,0
4953,29,management,single,secondary,NA,293,yes,no,0,NA,188,0,0
4954,42,entrepreneur,married,tertiary,cellular,2476,yes,no,0,NA,251,0,0
4955,49,technician,married,tertiary,NA,6138,no,no,0,NA,100,0,0
4956,39,admin.,married,secondary,NA,104,yes,no,0,NA,412,0,0
4957,56,services,single,secondary,cellular,-40,yes,no,2,low,311,264.23,0
4958,34,admin.,single,secondary,cellular,-32,no,yes,0,NA,246,0,0
4959,45,management,married,tertiary,cellular,126,yes,no,1,low,92,0,0
4960,34,management,married,tertiary,cellular,557,yes,no,0,NA,513,0,0
4961,26,student,single,NA,cellular,603,no,no,0,NA,73,0,0
4962,43,technician,married,secondary,cellular,4056,no,no,2,low,13,0,0
4963,42,services,single,tertiary,cellular,94,yes,no,0,NA,45,0,0
4964,60,blue-collar,married,primary,cellular,1723,no,no,3,low,160,0,0
4965,31,admin.,married,secondary,cellular,0,yes,no,0,NA,82,0,0
4966,39,technician,single,secondary,cellular,-168,no,no,0,NA,7,0,0
4967,54,blue-collar,married,secondary,NA,153,no,no,0,NA,7,0,0
4968,34,admin.,married,tertiary,cellular,434,no,no,0,NA,165,0,0
4969,48,blue-collar,married,secondary,cellular,5306,yes,no,1,low,66,0,0
4970,43,management,married,tertiary,cellular,0,yes,no,0,NA,280,0,0
4971,27,blue-collar,married,secondary,cellular,245,yes,no,2,low,121,0,0
4972,77,retired,married,primary,telephone,1385,no,no,0,NA,160,0,0
4973,30,management,married,tertiary,cellular,196,no,no,4,NA,68,0,0
4974,35,unemployed,married,secondary,cellular,547,yes,no,0,NA,527,0,0
4975,55,housemaid,divorced,NA,NA,1276,no,no,0,NA,8,0,0
4976,30,management,single,tertiary,cellular,409,no,no,0,NA,31,0,0
4977,22,student,single,secondary,telephone,948,no,no,3,high,169,352.95,0
4978,36,services,married,secondary,cellular,488,yes,no,0,NA,220,0,0
4979,33,management,married,tertiary,NA,436,yes,no,0,NA,48,0,0
4980,32,blue-collar,married,secondary,NA,49,yes,no,0,NA,135,0,0
4981,52,blue-collar,married,secondary,NA,-519,yes,no,0,NA,442,229.9,0
4982,53,blue-collar,married,primary,cellular,306,no,no,1,high,388,318.49,0
4983,46,housemaid,single,primary,cellular,10889,no,no,0,NA,167,0,0
4984,28,blue-collar,married,secondary,cellular,-42,yes,no,3,NA,192,0,0
4985,35,management,single,tertiary,NA,1273,yes,no,0,NA,111,0,0
4986,61,housemaid,married,primary,cellular,368,no,no,0,NA,62,0,0
4987,45,blue-collar,single,primary,cellular,116,yes,no,1,low,16,0,0
4988,57,management,married,secondary,NA,4046,no,yes,0,NA,331,0,0
4989,57,retired,married,secondary,NA,-222,no,no,0,NA,248,0,0
4990,29,services,single,secondary,cellular,553,no,yes,0,NA,60,0,0
4991,58,retired,married,primary,NA,741,no,no,0,NA,81,0,0
4992,40,retired,married,secondary,cellular,102,no,no,0,NA,168,0,0
4993,45,technician,single,secondary,cellular,11,no,no,0,NA,247,0,0
4994,77,retired,married,primary,telephone,2590,no,no,20,low,345,767.74,0
